,ITEM_CODE,CATEGORY_NAME,ITEM_NAME,SUB_CATEGORY_NAME,A1_ITEM_CODE,Retailer Item Code,Description,A1_RET_ITEM_CODE,A1 Item Description,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A1_ITEM_NAME,STANDARD_UPC,RETAILER_ITEM_CODE,CATEGORY_ID,SUB_CATEGORY_ID,UPC,TITLE,DETAILED_DESCRIPTION
2024,0,BEER / WINE / ALCOHOL BEV.,ALAMOS SELECCION MALBEC,WINE - IMPORTS,0,1200868114,AS SEEN ON TV,2404000,ALL OTHER EVERYDAY GIFTS,1,50,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
2586,0,BEER / WINE / ALCOHOL BEV.,CHAPOUTIER COTES RHONE RED BEL,WINE - IMPORTS,0,974077321,AS SEEN ON TV,2404000,MARGARINE-BOWLS,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
2588,0,BEER / WINE / ALCOHOL BEV.,CHAPOUTIER COTES RHONE RED BEL,WINE - IMPORTS,0,974077321,AS SEEN ON TV,2404000,LIP L'OREAL,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
3394,0,BEER / WINE / ALCOHOL BEV.,F COPPOLA SOFIA BLANC DE BLANC,WINE - SPARKLING WINES,0,1200094939,AS SEEN ON TV,2404000,DONUTS - PLU,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
3661,0,BEER / WINE / ALCOHOL BEV.,GODIVA CHOCOLATE LIQUEUR,LIQUOR-42 PROOF OR LESS,0,745516000,AS SEEN ON TV,2404000,COOKING SAUCES-HOT SAUCE,1,50,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
3803,0,BEER / WINE / ALCOHOL BEV.,HEINEKEN 5 LT MINI KEG,BEERS - IMPORT,0,1200168412,AS SEEN ON TV,2404000,E.D. TISSUE BOWS ACCESSORIES,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
4964,0,BEER / WINE / ALCOHOL BEV.,ORIN SWIFT 8 YEARS IN DESERT,WINE - OTHER RED WINES,0,1202140517,AS SEEN ON TV,2404000,MARKET DIST. SPRING HOUSEWARES,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
4971,0,BEER / WINE / ALCOHOL BEV.,ORIN SWIFT 8 YEARS IN DESERT,WINE - OTHER RED WINES,0,1202140517,AS SEEN ON TV,2404000,CLEVELAND CAVALIERS,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
5226,0,BEER / WINE / ALCOHOL BEV.,PRIMO AMORE MOSCATO,WINE - IMPORTS,0,1201240824,AS SEEN ON TV,2404000,ANTACID-TABLETS,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
5239,0,BEER / WINE / ALCOHOL BEV.,PRIMO AMORE MOSCATO,WINE - IMPORTS,0,1201240824,AS SEEN ON TV,2404000,SALADS CRUNCHY BLENDS,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
6904,0,CANDY,ROMOLO TRUFFLES,FLORAL CANDY,0,1201115381,AS SEEN ON TV,2404000,ANGUS BEEF ROUNDS,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
7225,0,COSMETICS & COTTON,CG SMPLY AGELS 3IN1 MED  BEIGE,FACE COVER GIRL,0,1201717858,AS SEEN ON TV,2404000,ONIONS WHITE,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
7271,0,COSMETICS & COTTON,REVLON CLRST NORM/DRY PORCEL,LIP REVLON PRODUCTS,0,1201776459,AS SEEN ON TV,2404000,SALADS LETTUCE KITS,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
8072,0,EYE & EAR CARE,SAV FLDNG READERS RIMLESS CS,FOSTER GRANT EYEWEAR,0,1202366764,AS SEEN ON TV,2404000,PRETZELS,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
12208,0,SEASONAL/PARTY/TOYS/CARDS,T/B ADDISON ELEC WARMER,INLINE CANDLES,0,1202573127,AS SEEN ON TV,2404000,SANDRIDGE SALADS,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
12214,0,SEASONAL/PARTY/TOYS/CARDS,T/B ADDISON ELEC WARMER,INLINE CANDLES,0,1202573127,AS SEEN ON TV,2404000,DIGITAL VIDEO DISK,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
12217,0,SEASONAL/PARTY/TOYS/CARDS,T/B ADDISON ELEC WARMER,INLINE CANDLES,0,1202573127,AS SEEN ON TV,2404000,POTATOES PREMIUM,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
12218,0,SEASONAL/PARTY/TOYS/CARDS,T/B ADDISON ELEC WARMER,INLINE CANDLES,0,1202573127,AS SEEN ON TV,2404000,WINE - ZINFANDEL,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
12220,0,SEASONAL/PARTY/TOYS/CARDS,T/B ADDISON ELEC WARMER,INLINE CANDLES,0,1202573127,AS SEEN ON TV,2404000,BAGGED CITRUS LEMONS/LIMES,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
12221,0,SEASONAL/PARTY/TOYS/CARDS,T/B ADDISON ELEC WARMER,INLINE CANDLES,0,1202573127,AS SEEN ON TV,2404000,SPECIALTY ITALIAN,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
12228,0,SEASONAL/PARTY/TOYS/CARDS,T/B ADDISON ELEC WARMER,INLINE CANDLES,0,1202573127,AS SEEN ON TV,2404000,PASTRIES - PLU,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
13732,0,STOMACH,FLORASTOR KIDS 20 SACHETS,PROBIOTICS CHILDREN,0,1201762703,AS SEEN ON TV,2404000,RTE ALL FAMILY,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
13937,0,TOYS & TRADING CARDS,MAGNETIC BLOCK,TOYS SEASONAL MISC,0,1202504169,AS SEEN ON TV,2404000,MARKET DISTRICT ASIAN,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
14112,0,TRIAL AND CLIP STRIP,MICROSUEDE MICAH HOO,SBT STRIPS,0,1202570871,AS SEEN ON TV,2404000,CARROTS BASE BABY CUT,2,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
14118,0,TRIAL AND CLIP STRIP,MICROSUEDE MICAH HOO,SBT STRIPS,0,1202570871,AS SEEN ON TV,2404000,EXACT WT NAT CHUNK CHEESE,2,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
14295,0,VEGETABLES,RAMPS WILD LEEKS,VEGETABLES OTHER,0,1200746763,AS SEEN ON TV,2404000,ETHNIC HAIR CARE,1,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
354,0,AS SEEN ON TV & KAB,CORDLES RECHARGEABLE FAN,AS SEEN ON TV,0,1202429057,AS SEEN ON TV & KAB,995396220,BAKERY INGREDIENTS,1,100,NIC REESE PB HEART 6PACK,NA,NA,NA,NA,NA,NA,NA
356,0,AS SEEN ON TV & KAB,CORDLES RECHARGEABLE FAN,AS SEEN ON TV,0,1202429057,AS SEEN ON TV & KAB,995396220,BAKERY,1,100,NIC REESE PB HEART 6PACK,NA,NA,NA,NA,NA,NA,NA
767,0,AS SEEN ON TV & KAB,TAC ZOOM,AS SEEN ON TV,0,1202221227,AS SEEN ON TV & KAB,995396220,BAKING,1,100,NIC REESE PB HEART 6PACK,NA,NA,NA,NA,NA,NA,NA
783,0,BABY FOOD & NEEDS,AVENT ANTI COLIC BOTTLE 2PK,FEEDING,0,1202526320,AS SEEN ON TV & KAB,1201622732,SPORTS,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
785,0,BABY FOOD & NEEDS,AVENT ANTI COLIC BOTTLE 2PK,FEEDING,0,1202526320,AS SEEN ON TV & KAB,1201622732,HAIR CARE,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
3042,0,BEER / WINE / ALCOHOL BEV.,COORS SELTZER VARIETY 12PK CAN,HARD SELTZERS,0,1202560566,AS SEEN ON TV & KAB,1201622732,PREPARED FOODS,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
3335,0,BEER / WINE / ALCOHOL BEV.,EPIC BIG BAD BAPTIST RESERVE,BEERS - SPECIALTY & MICRO,0,1202592775,AS SEEN ON TV & KAB,1201622732,HOLIDAY,1,50,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
3337,0,BEER / WINE / ALCOHOL BEV.,EPIC BIG BAD BAPTIST RESERVE,BEERS - SPECIALTY & MICRO,0,1202592775,AS SEEN ON TV & KAB,1201622732,POTATOES,1,50,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
3338,0,BEER / WINE / ALCOHOL BEV.,EPIC BIG BAD BAPTIST RESERVE,BEERS - SPECIALTY & MICRO,0,1202592775,AS SEEN ON TV & KAB,1201622732,SNACKS,1,50,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
6051,0,BEER / WINE / ALCOHOL BEV.,THREE FLOYDS ALPHA KING 6PK,BEERS - SPECIALTY & MICRO,0,1201284279,AS SEEN ON TV & KAB,1201622732,PET FOOD,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
6743,0,CANDY,EMC 24PC GOURMET ASSORTED,CANDY DISH (FAMILY),0,1202097449,AS SEEN ON TV & KAB,1201622732,MEAL SOLUTIONS,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
7909,0,EVERYDAY SEASONAL,LAGUNA 9,EVERYDAY COOLERS,0,1202537800,AS SEEN ON TV & KAB,1200685995,CANNED VEGETABLES,1,100,FAYGO CREME SODA 12 OZ 12 PK,NA,NA,NA,NA,NA,NA,NA
7912,0,EVERYDAY SEASONAL,LAGUNA 9,EVERYDAY COOLERS,0,1202537800,AS SEEN ON TV & KAB,1200685995,CANDY,1,100,FAYGO CREME SODA 12 OZ 12 PK,NA,NA,NA,NA,NA,NA,NA
7920,0,EVERYDAY SEASONAL,LAGUNA 9,EVERYDAY COOLERS,0,1202537800,AS SEEN ON TV & KAB,1200685995,CARROTS,1,100,FAYGO CREME SODA 12 OZ 12 PK,NA,NA,NA,NA,NA,NA,NA
7921,0,EVERYDAY SEASONAL,LAGUNA 9,EVERYDAY COOLERS,0,1202537800,AS SEEN ON TV & KAB,1200685995,CONVENIENCE FOODS,1,100,FAYGO CREME SODA 12 OZ 12 PK,NA,NA,NA,NA,NA,NA,NA
7924,0,EVERYDAY SEASONAL,LAGUNA 9,EVERYDAY COOLERS,0,1202537800,AS SEEN ON TV & KAB,1200685995,CITRUS:BAGGED,1,100,FAYGO CREME SODA 12 OZ 12 PK,NA,NA,NA,NA,NA,NA,NA
7928,0,EVERYDAY SEASONAL,LAGUNA 9,EVERYDAY COOLERS,0,1202537800,AS SEEN ON TV & KAB,1200685995,CHEESE,1,100,FAYGO CREME SODA 12 OZ 12 PK,NA,NA,NA,NA,NA,NA,NA
7930,0,EVERYDAY SEASONAL,LAGUNA 9,EVERYDAY COOLERS,0,1202537800,AS SEEN ON TV & KAB,1200685995,CEREALS,1,100,FAYGO CREME SODA 12 OZ 12 PK,NA,NA,NA,NA,NA,NA,NA
7932,0,EVERYDAY SEASONAL,LAGUNA 9,EVERYDAY COOLERS,0,1202537800,AS SEEN ON TV & KAB,1200685995,DELI,1,100,FAYGO CREME SODA 12 OZ 12 PK,NA,NA,NA,NA,NA,NA,NA
7938,0,EVERYDAY SEASONAL,LAGUNA 9,EVERYDAY COOLERS,0,1202537800,AS SEEN ON TV & KAB,1200685995,ENHANCERS,1,100,FAYGO CREME SODA 12 OZ 12 PK,NA,NA,NA,NA,NA,NA,NA
9308,0,HAIR CARE,SEXY STYLE FRENZY TEXTURE,PROFESSIONAL STYLING,0,1202586761,AS SEEN ON TV & KAB,1201622732,WORLD WIDE FOODS,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
9983,0,HOUSEWARES,KA SS WIRE MASHER BLACK,KITCHEN GADGETS-A,0,1202332036,AS SEEN ON TV & KAB,1201622732,STOMACH,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
10021,0,HOUSEWARES,ORIGINALS SPORT BOTTLE BLUSH,WATER BOTTLES,0,1202538685,AS SEEN ON TV & KAB,1201622732,SPC HOUSEWARES,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
14010,0,TRIAL AND CLIP STRIP,ASSORTED 2PK ORIGINA,SBT STRIPS,0,1202436313,AS SEEN ON TV & KAB,1201622732,ONIONS,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
14016,0,TRIAL AND CLIP STRIP,ASSORTED 2PK ORIGINA,SBT STRIPS,0,1202436313,AS SEEN ON TV & KAB,1201622732,MARGARINE & BUTTERS,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
14113,0,TRIAL AND CLIP STRIP,MICROSUEDE MICAH HOO,SBT STRIPS,0,1202570871,ASEPTIC PACK DRINKS,2404000,MARKET DISTRICT ASIAN,2,100,PARKAY QTRS,NA,NA,NA,NA,NA,NA,NA
14327,0,VITAMINS,AMZINGGRASS ENERGY GRN SUPERFD,SPECIALTY SUPPLEMENTS,0,1201128801,ASIAN AND THAI,838797282,ALL OTHER EVERYDAY GIFTS,1,100,MODENACETI BALSAMIC VINEGAR,NA,NA,NA,NA,NA,NA,NA
3339,0,BEER / WINE / ALCOHOL BEV.,EPIC BIG BAD BAPTIST RESERVE,BEERS - SPECIALTY & MICRO,0,1202592775,AUTOMOTIVE,1201622732,BAKING,1,50,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
1499,0,BEER / WINE / ALCOHOL BEV.,5025D MR. BOSTON VODKA 1.75,LIQUOR - VODKA,0,1200161417,BABY FOOD & NEEDS,1201622732,CITRUS:BAGGED,1,50,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
3053,0,BEER / WINE / ALCOHOL BEV.,COORS SELTZER VARIETY 12PK CAN,HARD SELTZERS,0,1202560566,BABY FOOD & NEEDS,1201622732,SNACKS,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
7819,0,ELECTRICAL/HARDWARE,BM LED BULB 13/65W BR40,LIGHTBULBS-A,0,1202346589,BABY FOOD & NEEDS,1201622732,BAKERY INGREDIENTS,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
8942,0,HAIR CARE,BED HEAD MANIPULATOR MATTE,PROFESSIONAL STYLING,0,1201560834,BABY FOOD & NEEDS,1201622732,BAKERY,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
9659,0,HOUSEWARES,ADV WITH SCOTCHGUARD,RENTAL CLEANING CHEMICALS,0,1201923234,BABY FOOD & NEEDS,1201622732,PREPARED FOODS,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
10016,0,HOUSEWARES,ORIGINALS SPORT BOTTLE BLUSH,WATER BOTTLES,0,1202538685,BABY FOOD & NEEDS,1201622732,BAKING,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
10032,0,HOUSEWARES,ORIGINALS SPORT BOTTLE BLUSH,WATER BOTTLES,0,1202538685,BABY FOOD & NEEDS,1201622732,FRESH BREAD & CAKE,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
10258,0,ORAL HYGIENE,TC POWER TOOTBRUSH SMILE SONIC,ELECTIC TOOTHBRUSHES & HEADS,0,1202132210,BAGS/WRAPS,1201622732,CHEESE,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
319,0,AS SEEN ON TV & KAB,CF HAND PROTECTORS,AS SEEN ON TV,0,1202541565,BAKERY,1201622732,BAKERY INGREDIENTS,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
1428,0,BEER / WINE / ALCOHOL BEV.,2871D E&J BRANDY V.S.O.P.,LIQUOR - BRANDY,0,103750095,BAKERY,845457238,VEGAN/ VEGETARIAN,2,66.66666667,202B DEWAR'S WHITE LABEL,NA,NA,NA,NA,NA,NA,NA
9313,0,HAIR CARE,SEXY STYLE FRENZY TEXTURE,PROFESSIONAL STYLING,0,1202586761,BAKERY,1201622732,CONVENIENCE FOODS,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
9316,0,HAIR CARE,SEXY STYLE FRENZY TEXTURE,PROFESSIONAL STYLING,0,1202586761,BAKERY,1201622732,BAKING,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
10269,0,OUTDOOR SALES,"10"" PATIO",PATIO POTS,0,1202379787,BAKERY,1201622732,CEREALS,1,100,REAMES HOMESTYLE EGG NOODLE,NA,NA,NA,NA,NA,NA,NA
1817,0,BEER / WINE / ALCOHOL BEV.,8721B SAUZA TRES GENERACIO TEQ,LIQUOR - TEQUILA,0,1200380023,BAKERY INGREDIENTS,1201124491,CITRUS:BAGGED,1,50,1816L WILD TURKEY 101,NA,NA,NA,NA,NA,NA,NA
1962,0,BEER / WINE / ALCOHOL BEV.,9694B WOODFORD RESERVE GIFT,LIQUOR - WHISKEY,0,1201460585,BAKERY INGREDIENTS,1201124491,WORLD WIDE FOODS,1,100,1816L WILD TURKEY 101,NA,NA,NA,NA,NA,NA,NA
1965,0,BEER / WINE / ALCOHOL BEV.,9694B WOODFORD RESERVE GIFT,LIQUOR - WHISKEY,0,1201460585,BAKERY INGREDIENTS,1201124491,HOUSEWARES,1,100,1816L WILD TURKEY 101,NA,NA,NA,NA,NA,NA,NA
1440,0,BEER / WINE / ALCOHOL BEV.,2951D EVAN WILLIAMS PEACH,LIQUOR - WHISKEY,0,1202517637,BAKING,1201124491,CHEESE,1,50,1816L WILD TURKEY 101,NA,NA,NA,NA,NA,NA,NA
1959,0,BEER / WINE / ALCOHOL BEV.,9694B WOODFORD RESERVE GIFT,LIQUOR - WHISKEY,0,1201460585,BAKING,1201124491,CITRUS:BAGGED,1,100,1816L WILD TURKEY 101,NA,NA,NA,NA,NA,NA,NA
4913,0,BEER / WINE / ALCOHOL BEV.,NEWMAN'S OWN CABERNET,WINE - PREMIUM CABERNET,0,1200557045,BAKING,1200869101,VITAMINS,1,100,PA OUTDOOR NEWS MAGAZINE,NA,NA,NA,NA,NA,NA,NA
7854,0,ENTERTAINMENT/VIDEO,FAY GRIM         DVD,HORROR VIDEOS-RATED R,0,8943069,BAKING,1200783410,PREPARED FOODS,1,100,MASTROPIETRO SUNSET,NA,NA,NA,NA,NA,NA,NA
7855,0,ENTERTAINMENT/VIDEO,FAY GRIM         DVD,HORROR VIDEOS-RATED R,0,8943069,BAKING,1200783410,HOUSEWARES,1,100,MASTROPIETRO SUNSET,NA,NA,NA,NA,NA,NA,NA
6418,0,BEVERAGE,GFIC VANILLA CREME,COFFEE SOLUBLE,0,8952091,BALLOONS,1200869101,CHEESE,1,100,PA OUTDOOR NEWS MAGAZINE,NA,NA,NA,NA,NA,NA,NA
8491,0,EYE & EAR CARE,SAV VK CRYSTAL READER,FOSTER GRANT EYEWEAR,0,1202366860,BALLOONS,1200190106,HAIR CARE,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
4192,0,BEER / WINE / ALCOHOL BEV.,LA VIGNETA MANGO MOSCATO,WINE - REGIONALS,0,1202235012,BATTERIES,1200190106,PREPARED FOODS,3,75,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
5649,0,BEER / WINE / ALCOHOL BEV.,SHUBREW PREMIUM TIER 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202220636,BATTERIES,1200190106,STOMACH,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
8484,0,EYE & EAR CARE,SAV VK CRYSTAL READER,FOSTER GRANT EYEWEAR,0,1202366860,BATTERIES,1200190106,HOLIDAY,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
8489,0,EYE & EAR CARE,SAV VK CRYSTAL READER,FOSTER GRANT EYEWEAR,0,1202366860,BATTERIES,1200190106,HAIR CARE,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
2119,0,BEER / WINE / ALCOHOL BEV.,BAREFOOT VARIETY SELTZER 12PK,WINE- SINGLE SERVE,0,1202505697,BEEF,1200190106,PREPARED FOODS,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
2758,0,BEER / WINE / ALCOHOL BEV.,CHOUFFE N'ICE CHOUFFE 4PK NR,BEERS - IMPORT,0,1202425496,BEEF,1200190106,POTATOES,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
2761,0,BEER / WINE / ALCOHOL BEV.,CHOUFFE N'ICE CHOUFFE 4PK NR,BEERS - IMPORT,0,1202425496,BEEF,1200190106,SPORTS,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
2776,0,BEER / WINE / ALCOHOL BEV.,CHOUFFE N'ICE CHOUFFE 4PK NR,BEERS - IMPORT,0,1202425496,BEEF,1200190106,BAKERY,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
2826,0,BEER / WINE / ALCOHOL BEV.,CHOUFFE N'ICE CHOUFFE 4PK NR,BEERS - IMPORT,0,1202425496,BEEF,1200190106,SPECIALTY FOODS,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
8485,0,EYE & EAR CARE,SAV VK CRYSTAL READER,FOSTER GRANT EYEWEAR,0,1202366860,BEEF,1200190106,GRAPES,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
8488,0,EYE & EAR CARE,SAV VK CRYSTAL READER,FOSTER GRANT EYEWEAR,0,1202366860,BEEF,1200190106,CEREALS,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
8493,0,EYE & EAR CARE,SAV VK CRYSTAL READER,FOSTER GRANT EYEWEAR,0,1202366860,BEEF,1200190106,CHEESE,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
8494,0,EYE & EAR CARE,SAV VK CRYSTAL READER,FOSTER GRANT EYEWEAR,0,1202366860,BEEF,1200190106,DELI,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
8507,0,EYE & EAR CARE,SAV VK CRYSTAL READER,FOSTER GRANT EYEWEAR,0,1202366860,BEEF,1200190106,WORLD WIDE FOODS,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
8517,0,EYE & EAR CARE,SAV VK CRYSTAL READER,FOSTER GRANT EYEWEAR,0,1202366860,BEEF,1200190106,TOMATOES,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
10917,0,SEASONAL/PARTY/TOYS/CARDS,CARD BRTHDAY,HALLMARK CLASSIC,0,8945268,BEEF,1200190106,CITRUS:BAGGED,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
10918,0,SEASONAL/PARTY/TOYS/CARDS,CARD BRTHDAY,HALLMARK CLASSIC,0,8945268,BEEF,1200190106,CONVENIENCE FOODS,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
12809,0,SNACKS,TYRL CIDER VINGR SEA SLT CHIPS,POTATO CHIPS,0,8945771,BEEF,1200190106,UNCLASSIFIED CATEGORY,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
13280,0,SPECIALTY FOODS,ESSEX GRAIN PANKO BREAD CRUMB,BAKING NON INGREDIENTS,0,8929846,BEEF,1200190106,HOLIDAY,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
2125,0,BEER / WINE / ALCOHOL BEV.,BAREFOOT VARIETY SELTZER 12PK,WINE- SINGLE SERVE,0,1202505697,BEER / WINE / ALCOHOL BEV.,1200190106,SEAFOOD,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
2126,0,BEER / WINE / ALCOHOL BEV.,BAREFOOT VARIETY SELTZER 12PK,WINE- SINGLE SERVE,0,1202505697,BEER / WINE / ALCOHOL BEV.,1200190106,ANALGESICS,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
2128,0,BEER / WINE / ALCOHOL BEV.,BAREFOOT VARIETY SELTZER 12PK,WINE- SINGLE SERVE,0,1202505697,BEER / WINE / ALCOHOL BEV.,1200190106,ENHANCERS,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
2643,0,BEER / WINE / ALCOHOL BEV.,CHIMAY QUADRILOGIE 4PK W/GLASS,BEERS - IMPORT,0,1202591395,BEER / WINE / ALCOHOL BEV.,1200190106,COUGH & COLD,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
2651,0,BEER / WINE / ALCOHOL BEV.,CHIMAY QUADRILOGIE 4PK W/GLASS,BEERS - IMPORT,0,1202591395,BEER / WINE / ALCOHOL BEV.,1200190106,SPECIALTIES,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
2658,0,BEER / WINE / ALCOHOL BEV.,CHIMAY QUADRILOGIE 4PK W/GLASS,BEERS - IMPORT,0,1202591395,BEER / WINE / ALCOHOL BEV.,1200190106,SPC HOUSEWARES,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
2661,0,BEER / WINE / ALCOHOL BEV.,CHIMAY QUADRILOGIE 4PK W/GLASS,BEERS - IMPORT,0,1202591395,BEER / WINE / ALCOHOL BEV.,1200190106,SNACKS,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
2664,0,BEER / WINE / ALCOHOL BEV.,CHIMAY QUADRILOGIE 4PK W/GLASS,BEERS - IMPORT,0,1202591395,BEER / WINE / ALCOHOL BEV.,1200190106,BAKING,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
2665,0,BEER / WINE / ALCOHOL BEV.,CHIMAY QUADRILOGIE 4PK W/GLASS,BEERS - IMPORT,0,1202591395,BEER / WINE / ALCOHOL BEV.,1200190106,SPORTS,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
2666,0,BEER / WINE / ALCOHOL BEV.,CHIMAY QUADRILOGIE 4PK W/GLASS,BEERS - IMPORT,0,1202591395,BEER / WINE / ALCOHOL BEV.,1200190106,TABLETOP,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
2667,0,BEER / WINE / ALCOHOL BEV.,CHIMAY QUADRILOGIE 4PK W/GLASS,BEERS - IMPORT,0,1202591395,BEER / WINE / ALCOHOL BEV.,1200190106,VEGAN/ VEGETARIAN,1,100,MILLER HIGH LIFE 12PK CANS,NA,NA,NA,NA,NA,NA,NA
