ITEM_NAME,ITEM_CODE,A1_ITEM_CODE,Retailer Item Code,Description,A1_RET_ITEM_CODE,A1 Item Description,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A1_ITEM_NAME,TITLE
13'-14' CERAMIC GNOMES PDQ 3AS,19954,388491,8920114,L&M CARTONS(205465),1200000241,POSTAGE STAMPS,9,60,POSTAGE STAMPS,
13'-14' CERAMIC GNOMES PDQ 3AS,19954,406158,8920114,L&M CARTONS(205465),1200000001,MONEY ORDER FEE,9,60,MONEY ORDER FEE,
13 CELSIUS SAUVIGNON BLANC,83339,12386,1201559940,13 CELSIUS SAUVIGNON BLANC,8920086,FRISKIES WET CAT FOOD 5.5 OZ(11825),2,100,"FW 19"" CAGE W/ZOMBIE FIGURE",
13 CELSIUS SAUVIGNON BLANC,83339,12413,1201559940,13 CELSIUS SAUVIGNON BLANC,8921637,CAULIFLOWER(6706),2,100,SB KCUP HOT CHOC 12CT,
1323B BOMBAY SAPPHIRE EAST,142185,12526,1201186959,1323B BOMBAY SAPPHIRE EAST,8923225,COPENHABMN MAINLINE(288621),1,100,SAMPLER COLLECTION,
1323B BOMBAY SAPPHIRE EAST,142185,12280,1201186959,1323B BOMBAY SAPPHIRE EAST,8923689,PEPSI  24 OZ 6 PK(4308),1,100,ST PAULI GIRL NA 6PK NR <.05%,
1327L BOMBAY SAPP 1LTR,90352,40608,746236113,1327L BOMBAY SAPP 1LTR,8986420,SMIRNOFF FLAVORS 750ML(284727),3,60,CRAZY CHARLIE'S HOT,
CHIPS AHOY! CHEWY  GOOCARAMEL,31225,15536,8937494,MB SPRSTY FUL COVER FNDT(323677),8920597,ONIONS: GREEN(14203),7,100,KUHNE DRESSING YOGURT AND DILL,"(3 Pack) Nabisco Chips Ahoy! Chewy Gooey Caramel Cookies, 10 Oz"
STNLSS STL STOCK POT/LID 8QT,939745,104799,1202562033,STNLSS STL STOCK POT/LID 8QT,1200505516,PARKAY WHIP SPRD SLVE 2/6.7Z,1,100,PARKAY WHIP SPRD SLVE 2/6.7Z,"104808 8 Qt. Stainless Steel Stock Pot, Silver"
14 HANDS PINOT GRIGIO,0,0,1201284839,INCONTINENCE PRODUCTS,1200656349,POULTRY,2,66.66666667,LIME 2 LB,
14 HANDS PINOT GRIGIO,0,0,1201284839,PERFORMANCE & ADULT NUTRITION,1200656349,MILK FRESH,2,66.66666667,LIME 2 LB,
14 HANDS PINOT GRIGIO,0,0,1201284839,BEERS - SPECIALTY & MICRO,1200656349,SHAMPOOS,2,66.66666667,LIME 2 LB,
14 HANDS PINOT GRIGIO,38113,100803,1201284839,14 HANDS PINOT GRIGIO,1200656349,LIME 2 LB,2,66.66666667,LIME 2 LB,
14 HANDS RUN WILD RED,691777,12900,1202125940,14 HANDS RUN WILD RED,8934636,FANCY FEAST WET CAT FOOD(6335),5,100,PINN PENGUINS YOUTH KNIT CAP,
14 HANDS STAMPEDE RED BLEND,308577,12892,1201729459,14 HANDS STAMPEDE RED BLEND,8926516,CAMPBELLS CONDENSED SOUPS(579),8,100,ALLE GROUND BEEF 80% LEAN,
1495B BROKERS GIN,185147,12892,1200594773,1495B BROKERS GIN,8926516,CAMPBELLS CONDENSED SOUPS(579),1,100,ALLE GROUND BEEF 80% LEAN,
STNLSS STL STOCK POT/LID 8QT,939745,11021,1202562033,STNLSS STL STOCK POT/LID 8QT,1200127744,SWISS PREMIUM LEMONADE10%JUICE,1,100,SWISS PREMIUM LEMONADE10%JUICE,"104808 8 Qt. Stainless Steel Stock Pot, Silver"
14OZ FOILED CHOCOLATES,155982,13790,436565585,14OZ FOILED CHOCOLATES,8925007,ORE IDA FROZEN POTATOES(11786),5,100,EZ SQUEEZE PINEAPPLE FILLING,
14OZ SEA SALT CARAMELS,342689,12295,1201707982,14OZ SEA SALT CARAMELS,8922777,NASOYA TOFU(276363),1,100,ZUM MIST SANDLEWOOD CITRUS,
14OZ SEA SALT CARAMELS,342689,101652,1201707982,14OZ SEA SALT CARAMELS,1200948822,CLIP WMNS PRSNL TRIMMER,1,100,CLIP WMNS PRSNL TRIMMER,
1503M BULLEIT 95 RYE,198988,12860,1201622816,1503M BULLEIT 95 RYE,8921790,RED BULL 8.3 OZ(208604),1,100,SNACK PK BUTTERSCOTCH PUDDING,
1563B BUSHMILLS RED BUSH,639946,27734,1202052910,1563B BUSHMILLS RED BUSH,8933236,L'UVA BELLA PURPLE RAIN 750ML(313286),1,100,*D* BUN MD HOT CROSS 6 CT.,
1594B BUSKER IRISH WHISKEY,951758,17242,1202582439,1594B BUSKER IRISH WHISKEY,8920554,MONSTER SINGLES 16 OZ(202013),1,100,TOFU TAMARIND CURRY,
"16"" CHEESE PIZZA W/ 1 TOPPIN",135121,12892,1201289557,"16"" CHEESE PIZZA W/ 1 TOPPIN",8926516,CAMPBELLS CONDENSED SOUPS(579),4,100,ALLE GROUND BEEF 80% LEAN,
"16"" CHEESE PIZZA W/3 TOPPINGS",289581,12290,1201289654,"16"" CHEESE PIZZA W/3 TOPPINGS",8933817,YELLOWTAIL 1.5 LTR(154381),2,40,ORG ORANGE 4LB,
"16"" CHEESE PIZZA W/3 TOPPINGS",289581,21049,1201289654,"16"" CHEESE PIZZA W/3 TOPPINGS",8926075,ROTISSERIE CHICKEN(219219),3,60,BC SCOOBY-DOO FRUIT SNACKS,
16+ CW LOB TAILS CANADA,925175,12892,1202540610,16+ CW LOB TAILS CANADA,8926516,CAMPBELLS CONDENSED SOUPS(579),6,100,ALLE GROUND BEEF 80% LEAN,
1735D CANADIAN LTD,138094,20892,580108000,1735D CANADIAN LTD,8999181,COKE 1.25 LT(217424),2,100,KS CARMEL,
1740B CANDELLA Y TOWN BOURBON,652424,28493,1202068100,1740B CANDELLA Y TOWN BOURBON,8934926,ITALIAN BREAD(316129),2,66.66666667,UTZ CHOC COVERED PRETZELS,
1740B CANDELLA Y TOWN BOURBON,652424,17757,1202068100,1740B CANDELLA Y TOWN BOURBON,8921404,PINNACLE 750ML(278761),2,66.66666667,B.V. MAR. CHERRIES,
174D CANADIAN MIST,687,131153,344737214,174D CANADIAN MIST,1200823891,TC ADJUSTABLE BACK BRACE ONESZ,1,50,TC ADJUSTABLE BACK BRACE ONESZ,
174L CANADIAN MIST,133752,12860,881339722,174L CANADIAN MIST,8921790,RED BULL 8.3 OZ(208604),1,100,SNACK PK BUTTERSCOTCH PUDDING,
174L CANADIAN MIST,133752,17757,881339722,174L CANADIAN MIST,8921404,PINNACLE 750ML(278761),1,100,B.V. MAR. CHERRIES,
1751B CAOLILA AGED 12YRS,41595,14317,1200087050,1751B CAOLILA AGED 12YRS,8925052,SCHWEPPES 10 OZ 6 PK(909),1,100,SUTTER HOME FRE' MERLOT,
1757D CAPTAIN MORGAN SPICED,139403,15159,1200665585,1757D CAPTAIN MORGAN SPICED,8998771,CORONA EXTRA OR LIGHT 6 PK NR(309567),1,50,SB 16 OZ RECYCLED MULTI TUMB,
1761L CAPT MORGN BLK SPICE RUM,100893,140936,1201113960,1761L CAPT MORGN BLK SPICE RUM,541300000,BEANO'S SUBMARINE DRESSING-CD,1,100,BEANO'S SUBMARINE DRESSING-CD,
1766L CAPT MORGAN P BAY COCO,69930,40608,1200792198,1766L CAPT MORGAN P BAY COCO,8986420,SMIRNOFF FLAVORS 750ML(284727),3,100,CRAZY CHARLIE'S HOT,
176B CANADIAN CLUB,139963,16729,1200223067,176B CANADIAN CLUB,8931611,APPLETON ESTATE RUM 750ML(286622),2,66.66666667,MED WIDE PALM TREE QR COLLAR,
1773B CAPTAIN MORGAN WHITE RUM,81473,40608,1201322361,1773B CAPTAIN MORGAN WHITE RUM,8986420,SMIRNOFF FLAVORS 750ML(284727),3,42.85714286,CRAZY CHARLIE'S HOT,
1773L CAPTAIN MORGAN WHITE RUM,10130,41620,1201330778,1773L CAPTAIN MORGAN WHITE RUM,8923571,MR&MRS T MIX 1.75LT(237014),1,100,OHIO ST CALCULATOR FOOTBALL,
19 CRIMES THE WARDEN,483969,14693,1201844215,19 CRIMES THE WARDEN,8935531,SAMUEL ADAMS BEER(10062),2,100,MUG MAY THE SUN,
2.1A DUALWALCHAGR/MICRO CBLE,314628,115046,1202408505,2.1A DUALWALCHAGR/MICRO CBLE,597000934,POT YUKON GOLD 5 LB,2,100,POT YUKON GOLD 5 LB,
2004B ROYAL SALUTE,31264,12730,8937715,AVA BODY(324157),8920104,BM TOMATOES 28-29 OZ(245556),2,100,GRAPE BLACK,
2004B ROYAL SALUTE,31264,13090,8937715,AVA BODY(324157),8923261,ITALIAN 6OZ PASTE(2061),2,100,GOLDEN NECK CLAMS,
2014 OHIO NATURE,37283,12313,8942849,YES TO DETOX CHARCOAL(341327),8925298,OM REG LUNCHABLES(9985),2,100,SNYDERS YORK PEPPERMINT PRETZE,
202M DEWAR'S WHITE LABEL 375ML,145266,14959,704337093,202M DEWAR'S WHITE LABEL 375ML,8931369,SCHWEPPES TONIC 1 LT(5401),1,100,PINEAPPLE BABY,
2041L CIROC BLACK RASPBERRY,909751,32739,1202517131,2041L CIROC BLACK RASPBERRY,8938705,MALIBU 750ML(326831),2,40,EVERFRSH VARIETALS HONEY CRISP,
2046B CIROC APPLE VODKA,56261,27284,1201726568,2046B CIROC APPLE VODKA,8920876,FAMILY-SIZE CHEEZ-IT(311666),1,100,SUNFLOWER BAGUETTE,
2048D CIROC VODKA,24207,122970,1200648469,2048D CIROC VODKA,586250162,BM SOUR CREAM,1,50,BM SOUR CREAM,
2048M CIROC SUPER VODKA,95641,112098,1200543314,2048M CIROC SUPER VODKA,1201383820,PAWS PUPPY TRAINING PAD 14 CT,1,50,PAWS PUPPY TRAINING PAD 14 CT,
STNLSS STL STOCK POT/LID 8QT,939745,106045,1202562033,STNLSS STL STOCK POT/LID 8QT,157000774,ONION WHITE 12/2 LB,1,100,ONION WHITE 12/2 LB,"104808 8 Qt. Stainless Steel Stock Pot, Silver"
2051B CIROC PEACH,156002,124701,1201063076,2051B CIROC PEACH,1201416399,HW SUPER RIGS ASSORTMENT,1,50,HW SUPER RIGS ASSORTMENT,
2051B CIROC PEACH,156002,13273,1201063076,2051B CIROC PEACH,8933951,BUD 24PK CANS(193552),1,50,LIT ITALY HOT PASTA SAUCE,
14 HANDS MERLOT,123199,12280,1200928332,14 HANDS MERLOT,8923689,PEPSI  24 OZ 6 PK(4308),3,100,ST PAULI GIRL NA 6PK NR <.05%,14 Hands Merlot Washington Red Wine
2053L CIROC RED BERRY,308699,17757,1200985270,2053L CIROC RED BERRY,8921404,PINNACLE 750ML(278761),1,50,B.V. MAR. CHERRIES,
2053M CIROC RED BERRY,114498,112098,1200925571,2053M CIROC RED BERRY,1201383820,PAWS PUPPY TRAINING PAD 14 CT,1,50,PAWS PUPPY TRAINING PAD 14 CT,
2055B CANADIAN CLUB CLASSIC,0,0,1201116339,EYE & EAR CARE,1200656349,HAIR CARE,1,50,LIME 2 LB,
2055B CANADIAN CLUB CLASSIC,22860,100803,1201116339,2055B CANADIAN CLUB CLASSIC,1200656349,LIME 2 LB,1,50,LIME 2 LB,
2058B CIROC WHITE GRAPE,892591,15603,1202429260,2058B CIROC WHITE GRAPE,8938096,CORONA 12PK CANS & BOTTLES(297551),1,100,FLOATING WICK,
2073B CLEVELAND BLACK RESERVE,204593,12860,1201233105,2073B CLEVELAND BLACK RESERVE,8921790,RED BULL 8.3 OZ(208604),1,100,SNACK PK BUTTERSCOTCH PUDDING,
208D LAUDER'S SCOTCH,86818,40851,506452000,208D LAUDER'S SCOTCH,9001048,%CAPTAIN MORGAN 1.75L(372127),2,50,GRN GOBBLE WW DT,
2094D KENT TAVERN BOURBON,258804,13273,775556093,2094D KENT TAVERN BOURBON,8933951,BUD 24PK CANS(193552),1,50,LIT ITALY HOT PASTA SAUCE,
2098L GRAND MARNIER,648997,40858,1202064491,2098L GRAND MARNIER,9001054,HENNESSY VS 375ML(294233),2,66.66666667,ORG CHARD BRIGHT,
2137D IMPERIAL BLEND,94849,16444,507184000,2137D IMPERIAL BLEND,8935944,LEMON ALMOND CHICKEN SALAD(293621),1,50,SALONPAS DEEP PAIN REL. GEL,
215D CHIVAS REGAL SCOTCH,179118,11669,1200029145,215D CHIVAS REGAL SCOTCH,56008000,FRNCH YELLOW SQZ MUSTARD,1,50,FRNCH YELLOW SQZ MUSTARD,
2265B CONJURE COGNAC,14416,14317,1200876680,2265B CONJURE COGNAC,8925052,SCHWEPPES 10 OZ 6 PK(909),1,100,SUTTER HOME FRE' MERLOT,
2389B CROWN ROYAL BLACK,90825,121483,1200874271,2389B CROWN ROYAL BLACK,62200000,HUNT TOMATO SAUCE,1,100,HUNT TOMATO SAUCE,
2389B CROWN ROYAL BLACK,90825,105004,1200874271,2389B CROWN ROYAL BLACK,54356509,POUND CAKE RING,1,100,POUND CAKE RING,
2389B CROWN ROYAL BLACK,90825,106045,1200874271,2389B CROWN ROYAL BLACK,157000774,ONION WHITE 12/2 LB,1,100,ONION WHITE 12/2 LB,
238B J&B SCOTCH,231585,14138,780962203,238B J&B SCOTCH,8937127,UTZ BARRELS(303666),1,100,BISCOTTEA MINT GRAB AND GO,
238D J&B SCOTCH WHISKEY,50096,40608,826252097,238D J&B SCOTCH WHISKEY,8986420,SMIRNOFF FLAVORS 750ML(284727),2,66.66666667,CRAZY CHARLIE'S HOT,
2397D CROWN RESERVE,205905,16184,1200085852,2397D CROWN RESERVE,8925837,GODIVA 375 ML(167765),1,100,SCHAR HOT DOG BUNS,
24 PC CHICKEN TENDERS,421808,15576,1201614911,24 PC CHICKEN TENDERS,8925658,8 PIECE(214334),25,53.19148936,LOREAL KIDS CARN BRY RND SHMPO,
"24"" WINTER SCENE LIGHTED PRINT",893257,21526,1202428941,"24"" WINTER SCENE LIGHTED PRINT",8921615,GOLD PEAK ICED TEA 89 OZ(221389),1,100,OB TAMPONS REGULAR 40CT,
2411B 1800 REPOSADO TEQUILA,294146,712709,1200759757,2411B 1800 REPOSADO TEQUILA,1202149922,BREAD PEPPERONI CHEESE,2,50,BREAD PEPPERONI CHEESE,
2411B 1800 REPOSADO TEQUILA,294146,41231,1200759757,2411B 1800 REPOSADO TEQUILA,9001316,SOBIESKI VODKA 1.75L(309164),2,50,ORG GARLIC 3OZ,
2428M CROWN ROYAL VANILLA,608288,40851,1201944682,2428M CROWN ROYAL VANILLA,9001048,%CAPTAIN MORGAN 1.75L(372127),3,37.5,GRN GOBBLE WW DT,
2452D BUCKEYE VODKA,300354,17757,1201075489,2452D BUCKEYE VODKA,8921404,PINNACLE 750ML(278761),1,50,B.V. MAR. CHERRIES,
2495B DALMORE 12YR 80 750ML,0,0,1200838585,HERBAL/MEDICINAL TEA,526000070,SHAMPOOS,1,100,CHICKN GE 806 SPLIT BREAST USA,
2495B DALMORE 12YR 80 750ML,243387,103312,1200838585,2495B DALMORE 12YR 80 750ML,526000070,CHICKN GE 806 SPLIT BREAST USA,1,100,CHICKN GE 806 SPLIT BREAST USA,
2495B DALMORE 12YR 80 750ML,243387,107939,1200838585,2495B DALMORE 12YR 80 750ML,303830462,ALESSI SUN-DRIED TOMATOES,1,100,ALESSI SUN-DRIED TOMATOES,
2495B DALMORE 12YR 80 750ML,243387,110317,1200838585,2495B DALMORE 12YR 80 750ML,1200978429,SIMPLY ORGANIC ITALIAN SEASON,1,100,SIMPLY ORGANIC ITALIAN SEASON,
24OZ PRIME COCKTAIL RING,696121,12408,1202016526,24OZ PRIME COCKTAIL RING,8920214,REDDI WIP CREAM 7 OZ.(8426),3,100,SPICE TIME BASIL LEAVES,
24OZ WHITE MINI COLANDER,23844,32820,8999323,NEW BELGIUM 6 PK NR(296829),8938783,MIX & MATCH CARRIER(326929),76,48.10126582,TABAT VEGETABLE SOUP,
24OZ WHITE MINI COLANDER,23844,15728,8999323,NEW BELGIUM 6 PK NR(296829),8933741,BAREFOOT CELL 1.5 LT(182833),67,42.40506329,10 LICENSED PLAYBALLS,
24PC DARK CHICKEN SERVES 16-18,339976,15576,1200058770,24PC DARK CHICKEN SERVES 16-18,8925658,8 PIECE(214334),5,62.5,LOREAL KIDS CARN BRY RND SHMPO,
24PC DARK CHICKEN SERVES 16-18,339976,16980,1200058770,24PC DARK CHICKEN SERVES 16-18,8950487,BLACK BOX 3 LITER(259749),5,62.5,BANANA CHOCOLATE TEA BAGS,
24PC MIXED CHICKEN SERVE 16-18,231347,15576,1200058812,24PC MIXED CHICKEN SERVE 16-18,8925658,8 PIECE(214334),98,62.02531646,LOREAL KIDS CARN BRY RND SHMPO,
24PC PRIME CHICKEN SERVE 16-18,237869,28493,1200058652,24PC PRIME CHICKEN SERVE 16-18,8934926,ITALIAN BREAD(316129),21,58.33333333,UTZ CHOC COVERED PRETZELS,
2529B DEKUYPER CREAM BANANA,38893,11669,1201032535,2529B DEKUYPER CREAM BANANA,56008000,FRNCH YELLOW SQZ MUSTARD,1,100,FRNCH YELLOW SQZ MUSTARD,
259L ABSOLUT LIME VODKA,631453,40608,1202042800,259L ABSOLUT LIME VODKA,8986420,SMIRNOFF FLAVORS 750ML(284727),2,100,CRAZY CHARLIE'S HOT,
2644B DEKUYPER 03 ORANGE,32865,15176,1200985269,2644B DEKUYPER 03 ORANGE,8938007,COTTON CLUB GINBMRALE 2 LITER(3828),1,50,OCEDAR HARDWOOD FLOOR MOP,
2644B DEKUYPER 03 ORANGE,32865,14738,1200985269,2644B DEKUYPER 03 ORANGE,8933778,CARLO ROSSI 4 LTR(153973),1,50,CHROMATICS/TOTES WHSTL KEY FND,
26D OLD THOMPSON,163799,180319,437779008,26D OLD THOMPSON,1200057785,ACME HERRING IN WINE,1,100,ACME HERRING IN WINE,
2864H DUSSE VSOP,707313,12386,1202142775,2864H DUSSE VSOP,8920086,FRISKIES WET CAT FOOD 5.5 OZ(11825),1,50,"FW 19"" CAGE W/ZOMBIE FIGURE",
2873L E & J GALLO BRANDY,199832,12571,578032000,2873L E & J GALLO BRANDY,8926039,BM/FC LEMON JUICE 15 OZ(3686),1,100,BADIA EUCALYPTUS,
2896B EFFEN BLK CHRY VODKA,64753,15159,1200910004,2896B EFFEN BLK CHRY VODKA,8998771,CORONA EXTRA OR LIGHT 6 PK NR(309567),1,100,SB 16 OZ RECYCLED MULTI TUMB,
2897B EFFEN VODKA,26142,17757,1200910230,2897B EFFEN VODKA,8921404,PINNACLE 750ML(278761),1,50,B.V. MAR. CHERRIES,
2910B EL MAYOR BLANCO,77825,14738,1200472457,2910B EL MAYOR BLANCO,8933778,CARLO ROSSI 4 LTR(153973),1,100,CHROMATICS/TOTES WHSTL KEY FND,
2916L EL JIMADOR BLANCO TEQUIL,45816,12571,1201295115,2916L EL JIMADOR BLANCO TEQUIL,8926039,BM/FC LEMON JUICE 15 OZ(3686),1,100,BADIA EUCALYPTUS,
2917B EL JIMADOR RESPADO,0,0,1200061404,SEAFOOD,1200095110,MILK FRESH,1,50,GIA RUSSA TOMATO PASTE,
2917B EL JIMADOR RESPADO,0,0,1200061404,SEAFOOD,1200095110,SMOKING CESSATION,1,50,GIA RUSSA TOMATO PASTE,
2917B EL JIMADOR RESPADO,0,0,1200061404,SEAFOOD,1200095110,SPORTS,1,50,GIA RUSSA TOMATO PASTE,
2917B EL JIMADOR RESPADO,52796,108373,1200061404,2917B EL JIMADOR RESPADO,367000838,100% HAM SALAD,1,50,100% HAM SALAD,
2917B EL JIMADOR RESPADO,52796,101360,1200061404,2917B EL JIMADOR RESPADO,1200095110,GIA RUSSA TOMATO PASTE,1,50,GIA RUSSA TOMATO PASTE,
2926M EL TORO TEQUILA,13969,15576,8933838,SUTTER HOME 1.5LTR(179813),8925658,8 PIECE(214334),102,41.80327869,LOREAL KIDS CARN BRY RND SHMPO,
2926M EL TORO TEQUILA,13969,15728,8933838,SUTTER HOME 1.5LTR(179813),8933741,BAREFOOT CELL 1.5 LT(182833),105,43.03278689,10 LICENSED PLAYBALLS,
2927B EL TORO SILVER TEQUILA,264834,14959,1200495070,2927B EL TORO SILVER TEQUILA,8931369,SCHWEPPES TONIC 1 LT(5401),1,100,PINEAPPLE BABY,
2937L ESPOLON SILVER,893194,17546,1202429276,2937L ESPOLON SILVER,8933524,LIBERTY CREEK 1.5 LT(253884),1,100,BLUEBELLS DESERT  (SEED PACKET,
2937L ESPOLON SILVER,893194,13448,1202429276,2937L ESPOLON SILVER,8940775,FULL REVENUE PACK-WINSTON(14709),1,100,LIGHT N FLUFFY NOODLES SHIPPER,
2949B EZRA BROOKS,149492,17812,265119925,2949B EZRA BROOKS,8920739,POWERADE 32 OZ(135708),2,40,CHEESE SET GOUDA,
2950B EVANS WILLIAMS HONEY RSV,143861,17451,1200860855,2950B EVANS WILLIAMS HONEY RSV,8931948,OREO-NABISCO(219706),2,50,SATAY SPECIAL,
2950B EVANS WILLIAMS HONEY RSV,143861,136172,1200860855,2950B EVANS WILLIAMS HONEY RSV,330064000,G.E. KING SIZE WHITE BREAD,2,50,G.E. KING SIZE WHITE BREAD,
2950D EVAN WILLIAMS HONEY RSV,158908,16444,1201548640,2950D EVAN WILLIAMS HONEY RSV,8935944,LEMON ALMOND CHICKEN SALAD(293621),1,100,SALONPAS DEEP PAIN REL. GEL,
2957L EXOTICO TEQUILA,74172,24366,1201095826,2957L EXOTICO TEQUILA,8933732,REDDS WICKED 12 PK CANS(298286),1,100,AMERICAN SPIRIT TAN,
2962B EVERCLEAR ALCOHOL 151,175152,40608,1200167295,2962B EVERCLEAR ALCOHOL 151,8986420,SMIRNOFF FLAVORS 750ML(284727),2,50,CRAZY CHARLIE'S HOT,
14 HANDS MERLOT,123199,123215,1200928332,14 HANDS MERLOT,4828000,KR PHILA CRM CHS BRICK,3,100,KR PHILA CRM CHS BRICK,14 Hands Merlot Washington Red Wine
DEEP CLEAN WFEBREZE,510450,406158,1201923266,DEEP CLEAN WFEBREZE,1200000001,MONEY ORDER FEE,7,77.77777778,MONEY ORDER FEE,32OZ Deep Clean
DEEP CLEAN WFEBREZE,510450,98666,1201923266,DEEP CLEAN WFEBREZE,1200000168,UNITED WAY DONATION $5.00,8,88.88888889,UNITED WAY DONATION $5.00,32OZ Deep Clean
29B ABSENTE REFINED,131107,10207,1200122327,29B ABSENTE REFINED,1202438308,BRAIDED STRUDEL MIXED BERY 4CT,1,50,BRAIDED STRUDEL MIXED BERY 4CT,
2PK ORIGINAL TOASTIE,235443,113303,1202436294,2PK ORIGINAL TOASTIE,1200217613,BABY CARROTS 2LB PEELED,1,100,BABY CARROTS 2LB PEELED,
2PK ORIGINAL TOASTIE,235443,110910,1202436294,2PK ORIGINAL TOASTIE,1201703626,MILK BONE SM/MED SNACKS 7LB,1,100,MILK BONE SM/MED SNACKS 7LB,
2PK SUPERSOFT TOASTI,0,0,1202436297,ING BAKERY CAFE,1200455664,ALL OTHER STATIONERY,1,100,KSHR RED APPLE SMK CHDR-CD,
2PK SUPERSOFT TOASTI,0,0,1202436297,PAPERBACK BOOKS,1200505516,BUTTER,1,100,PARKAY WHIP SPRD SLVE 2/6.7Z,
2PK SUPERSOFT TOASTI,235605,103372,1202436297,2PK SUPERSOFT TOASTI,1200455664,KSHR RED APPLE SMK CHDR-CD,1,100,KSHR RED APPLE SMK CHDR-CD,
2PK SUPERSOFT TOASTI,235605,104799,1202436297,2PK SUPERSOFT TOASTI,1200505516,PARKAY WHIP SPRD SLVE 2/6.7Z,1,100,PARKAY WHIP SPRD SLVE 2/6.7Z,
2PK SUPERSOFT TOASTI,235605,11124,1202436297,2PK SUPERSOFT TOASTI,232484251,DR.BROWNS DIET CREAM SODA/CANS,1,100,DR.BROWNS DIET CREAM SODA/CANS,
2PK SUPERSOFT TOASTI,235669,12408,1202436298,2PK SUPERSOFT TOASTI,8920214,REDDI WIP CREAM 7 OZ.(8426),1,100,SPICE TIME BASIL LEAVES,
3' MFI LIGHTNING  CABLE PNK,665225,114775,1202085848,3' MFI LIGHTNING  CABLE PNK,492939713,BEEF LN T-BONE STEAK,1,50,BEEF LN T-BONE STEAK,
3' MFI LIGHTNING  CABLE PNK,665225,113303,1202085848,3' MFI LIGHTNING  CABLE PNK,1200217613,BABY CARROTS 2LB PEELED,1,50,BABY CARROTS 2LB PEELED,
3' MFI LIGHTNING  CABLE PNK,665225,115046,1202085848,3' MFI LIGHTNING  CABLE PNK,597000934,POT YUKON GOLD 5 LB,1,50,POT YUKON GOLD 5 LB,
3' MFI LIGHTNING CABLE BLK,665229,113303,1202085852,3' MFI LIGHTNING CABLE BLK,1200217613,BABY CARROTS 2LB PEELED,2,100,BABY CARROTS 2LB PEELED,
3.1 2PRT USB WALL CHRGR WHT,313449,12386,1202408503,3.1 2PRT USB WALL CHRGR WHT,8920086,FRISKIES WET CAT FOOD 5.5 OZ(11825),3,100,"FW 19"" CAGE W/ZOMBIE FIGURE",
3.1 2PRT WALLCHRG TYPEC CBL,314394,12730,1202408506,3.1 2PRT WALLCHRG TYPEC CBL,8920104,BM TOMATOES 28-29 OZ(245556),3,100,GRAPE BLACK,
3.25% WHOLE MILK,805556,232694,1202261265,3.25% WHOLE MILK,1201172831,BM WATER .5L 24PK,173,90.10416667,BM WATER .5L 24PK,
"30"" PLANT STAND BLACK",449148,12892,1202465328,"30"" PLANT STAND BLACK",8926516,CAMPBELLS CONDENSED SOUPS(579),5,100,ALLE GROUND BEEF 80% LEAN,
3016B FIREFLY SWEET TEA VODKA,93494,106373,1200665860,3016B FIREFLY SWEET TEA VODKA,423517919,DURACELL*BATT AAA-4 PK,1,100,DURACELL*BATT AAA-4 PK,
3059B FOUR ROSES SMALL SLCT BB,909436,38477,1202517755,3059B FOUR ROSES SMALL SLCT BB,9003059,GULDENS MUSTARDS(349629),1,100,L-O-L AMERICAN YELLOW,
305B SEAGRAMS GIN,12274,40851,639086067,305B SEAGRAMS GIN,9001048,%CAPTAIN MORGAN 1.75L(372127),2,40,GRN GOBBLE WW DT,
DEEP CLEAN WFEBREZE,510450,612173,1201923266,DEEP CLEAN WFEBREZE,null,Unclassified 000000094382,8,88.88888889,Unclassified 000000094382,32OZ Deep Clean
DEEP CLEAN WFEBREZE,510450,706895,1201923266,DEEP CLEAN WFEBREZE,null,Unclassified 000000009439,8,88.88888889,Unclassified 000000009439,32OZ Deep Clean
3094B FULL THROTTLE APPLE BLND,40792,122970,9001013,GLENMORANGIE QUINTA RUBAN(362644),586250162,BM SOUR CREAM,1,100,BM SOUR CREAM,
350B BUMBU CARIB RUM,783758,40608,1202231776,350B BUMBU CARIB RUM,8986420,SMIRNOFF FLAVORS 750ML(284727),2,50,CRAZY CHARLIE'S HOT,
3523B GEORGE DICKEL #12,150147,12860,508168000,3523B GEORGE DICKEL #12,8921790,RED BULL 8.3 OZ(208604),1,50,SNACK PK BUTTERSCOTCH PUDDING,
3523B GEORGE DICKEL #12,150147,12733,508168000,3523B GEORGE DICKEL #12,8941477,KELLOGG'S POP TARTS 14 OZ.(7015),1,50,NOT YOUR MTHRS CLEAN FREAK SHM,
3593B GLEN MORAY POST CAST FIN,0,0,1202119482,WINE - PREMIUM CHARDONNAY,428368000,SOUP,1,100,KEEB TOASTED MEDLEY,
3593B GLEN MORAY POST CAST FIN,0,0,1202119482,ORAL PAIN RELIEF,1200384347,WINE - IMPORTS,1,100,TC ACID REDUCER MS TABS 25CT,
3593B GLEN MORAY POST CAST FIN,685934,104556,1202119482,3593B GLEN MORAY POST CAST FIN,1200384347,TC ACID REDUCER MS TABS 25CT,1,100,TC ACID REDUCER MS TABS 25CT,
3593B GLEN MORAY POST CAST FIN,685934,10977,1202119482,3593B GLEN MORAY POST CAST FIN,428368000,KEEB TOASTED MEDLEY,1,100,KEEB TOASTED MEDLEY,
